Row ID'n,Order ID'n,Order Date'n,Order Priority'n,Order Quantity'n,Sales,Discount,Ship Mode'n,Profit,Unit Price'n,Shipping Cost'n,Customer Name'n,Province,Region,Customer Segment'n,Product Category'n,Product Sub-Category'n,Product Name'n,Product Container'n,Product Base Margin'n,Ship Date'n,PRIN1,PRIN2,PRIN3,PRIN4
4778,33923,07Jan2009,Low,34,1961.7915,0.05,Regular Air,425.75,65.99,5.99,Benjamin Venier,British Columbia,West,Corporate,Technology,Telephones and Communication,i1000,Small Box,0.58,11Jan2009,0.072689275,0.255756719,0.545967528,0.072725596
4779,33924,18Oct2012,Not Specified,12,6168.07,0.05,Delivery Truck,1542.00,500.98,28.14,Ivan Liston,British Columbia,West,Consumer,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,20Oct2012,1.27921989,0.283413776,-1.68870751,-0.028611716
4786,33987,25Oct2011,High,27,1521.1345,0.07,Regular Air,270.60,65.99,3.99,Sara Luxemburg,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,26Oct2011,-0.095601475,-0.020595503,0.26203715,0.645377812
4814,34243,11Feb2011,High,10,89.04,0.08,Regular Air,-16.49,8.75,8.54,Tom Ashbrook,British Columbia,West,Consumer,Furniture,Office Furnishings,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Small Pack,0.43,13Feb2011,-0.62637878,-0.197337827,-0.835278914,0.843557677
4815,34243,11Feb2011,High,40,297.34,0.04,Express Air,-270.96,7.28,11.15,Tom Ashbrook,British Columbia,West,Consumer,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",Small Box,0.37,12Feb2011,-0.446698424,0.625766179,0.214300971,-0.193585312
4816,34243,11Feb2011,High,35,1264.13,0.02,Regular Air,-1087.36,35.48,35,Tom Ashbrook,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Belkin OmniView SE Rackmount Kit,Large Box,0.85,13Feb2011,0.485002254,-1.714719236,2.039907736,-0.956270479
4825,34279,28Mar2012,Not Specified,3,840.552,0.1,Delivery Truck,7.55,349.45,60,Joni Wasserman,British Columbia,West,Consumer,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,30Mar2012,,,,
4837,34406,28Sep2012,Medium,29,142.59,0.02,Regular Air,-3.23,4.71,0.7,Eric Murdock,British Columbia,West,Consumer,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85,29Sep2012,-0.102192179,-0.734290422,1.479667946,-0.953773826
4861,34597,16Dec2010,Medium,8,849.337,0.07,Express Air,-258.85,125.99,2.5,Brad Thomas,British Columbia,West,Consumer,Technology,Telephones and Communication,V2397,Small Box,0.58,18Dec2010,-0.390180944,-0.691717591,-0.656015108,0.506031747
4914,34980,02Aug2010,Not Specified,7,140.77,0.01,Regular Air,100.77,18.65,3.77,Victoria Pisteka,British Columbia,West,Corporate,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,Small Pack,0.39,04Aug2010,-0.696796315,0.128448195,-1.093729079,-1.353349043
4915,34980,02Aug2010,Not Specified,25,848.19,0.06,Express Air,120.02,34.76,5.49,Victoria Pisteka,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Small Box,0.6,04Aug2010,-0.215006224,-0.182436918,0.322666691,0.308263621
4916,34980,02Aug2010,Not Specified,12,562.15,0.01,Regular Air,148.34,46.89,5.1,Victoria Pisteka,British Columbia,West,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,04Aug2010,-0.465321177,0.029459022,-0.67706404,-1.326572799
4968,35361,06Apr2009,Medium,40,746.93,0.09,Express Air,67.03,18.97,9.03,Corey Lock,British Columbia,West,Consumer,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,07Apr2009,-0.374027177,0.725926517,0.098641159,1.380092133
4969,35361,06Apr2009,Medium,37,313.4,0,Regular Air,-5.05,8.34,4.82,Corey Lock,British Columbia,West,Consumer,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,0.4,07Apr2009,-0.463288985,0.779233848,0.180798837,-1.459530924
4998,35587,10Nov2011,Critical,43,208.77,0.03,Regular Air,-144.24,4.82,5.72,Barry Pond,British Columbia,West,Consumer,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,11Nov2011,-0.385595577,0.574389149,0.662616019,-0.493240886
5014,35780,17Jan2011,Medium,6,28.55,0.01,Regular Air,-4.50,4.28,1.6,Chris McAfee,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 320,Wrap Bag,0.58,19Jan2011,-0.570131147,-0.467968038,-0.422697457,-1.388430118
5024,35814,27Mar2012,High,11,324.52,0.08,Regular Air,154.02,29.18,8.55,Karen Carlisle,British Columbia,West,Consumer,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Small Box,0.42,28Mar2012,-0.545793895,-0.074033096,-0.872691955,0.855885851
5044,35938,17Nov2012,Not Specified,6,1770.7,0.05,Delivery Truck,-448.25,280.98,57,Bart Folk,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,19Nov2012,1.011053979,-2.544046017,0.407156367,-0.222652384
5045,35938,17Nov2012,Not Specified,48,628.33,0.09,Regular Air,-226.62,14.03,9.37,Bart Folk,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,18Nov2012,-0.169936873,0.20919761,1.139961506,1.40281092
5047,35968,03Mar2012,Not Specified,21,141.2,0.05,Regular Air,-74.44,6.23,6.97,Barry Weirich,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hole Reinforcements,Small Box,0.36,05Mar2012,-0.649184017,0.345554268,-0.637414344,-0.005892011
5053,36033,19Dec2009,Not Specified,15,83.02,0.06,Express Air,-54.01,4.98,4.62,Michael Stewart,British Columbia,West,Corporate,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.64,19Dec2009,-0.415679995,-0.610893904,0.132908445,0.22553258
5057,36067,04Jul2009,High,37,6176.29,0.04,Express Air,1499.94,165.2,19.99,Dave Poirier,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Economy Rollaway Files,Small Box,0.59,06Jul2009,1.199749769,0.589447726,0.619239391,-0.193085541
5071,36131,17May2009,High,26,493.43,0.07,Regular Air,120.18,19.84,4.1,Aleksandra Gannaway,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,18May2009,-0.483817086,0.330145396,-0.229348491,0.650927417
5076,36160,22Nov2012,Low,12,2218.891,0,Express Air,79.54,205.99,8.99,Bryan Spruell,British Columbia,West,Consumer,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56,29Nov2012,0.087948496,-0.383035841,-0.57766689,-1.645504303
5079,36196,06Aug2011,Not Specified,7,39.01,0.07,Regular Air,-38.44,4.98,4.32,Christy Brittain,British Columbia,West,Consumer,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack,0.64,08Aug2011,-0.48431989,-0.809800421,-0.201731071,0.482694638
5101,36356,25Dec2011,Medium,45,4768.59,0.01,Delivery Truck,-593.80,100.98,45,Christy Brittain,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Hon Valutask™ Swivel Chairs,Jumbo Drum,0.69,27Dec2011,1.15509752,-0.868686871,1.775485724,-1.154863364
5102,36356,25Dec2011,Medium,33,117.77,0.08,Regular Air,47.98,3.75,0.5,Christy Brittain,British Columbia,West,Consumer,Office Supplies,Labels,Avery 510,Small Box,0.37,27Dec2011,-0.662114752,0.727548217,-0.231070107,1.023642692
5140,36647,30Jun2009,High,21,179.98,0.01,Regular Air,38.70,7.89,2.82,Christy Brittain,British Columbia,West,Consumer,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag,0.4,01Jul2009,-0.62272953,0.432707842,-0.491134512,-1.25651488
5141,36647,30Jun2009,High,16,55.44,0.09,Regular Air,-21.91,3.68,1.32,Christy Brittain,British Columbia,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,01Jul2009,-0.258995969,-1.140106098,0.808823405,1.146418011
5142,36647,30Jun2009,High,18,174.62,0.1,Regular Air,-119.77,9.71,9.45,Christy Brittain,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,03Jul2009,-0.37707953,-0.618953896,0.100888121,1.497837727
5159,36737,15Mar2010,Not Specified,10,999.89,0.02,Regular Air,-119.92,99.99,19.99,Harold Dahlen,British Columbia,West,Consumer,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,16Mar2010,-0.102338674,-0.645687232,-0.4730654,-1.053724054
5160,36737,15Mar2010,Not Specified,10,35.69,0.04,Regular Air,-31.24,3.28,4.2,Harold Dahlen,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag,0.56,16Mar2010,-0.542999371,-0.432335911,-0.341697934,-0.422529984
5177,36832,01Jun2012,Low,43,532.89,0.09,Regular Air,210.53,12.97,1.49,Bobby Trafton,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,0.35,08Jun2012,-0.510050073,1.066430604,0.069113745,1.413013452
5178,36832,01Jun2012,Low,24,60.69,0.06,Express Air,-25.65,2.12,1.99,Bobby Trafton,British Columbia,West,Corporate,Technology,Computer Peripherals,Fuji Slim Jewel Case CD-R,Small Pack,0.55,06Jun2012,-0.502763548,-0.057278803,0.129446374,0.305150927
5184,36836,26Feb2010,Medium,43,16116.33,0.08,Regular Air,6919.87,387.99,19.99,Karen Carlisle,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,01Mar2010,3.538345497,3.819920493,-0.538136005,1.267476631
5188,36867,05Sep2009,High,21,5482.18,0.06,Express Air,1167.38,276.2,24.49,Speros Goranitis,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,,07Sep2009,,,,
5189,36867,05Sep2009,High,16,45.57,0.09,Regular Air,2.81,2.88,0.7,Speros Goranitis,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 346,Wrap Bag,0.56,07Sep2009,-0.580482142,-0.298310338,-0.207128968,1.18794748
5231,37250,14Jan2010,High,13,473.46,0.03,Regular Air,128.11,35.94,6.66,Grant Thornton,British Columbia,West,Corporate,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Small Box,0.4,15Jan2010,-0.539224034,0.159368896,-0.845291724,-0.687894287
5266,37473,01Oct2009,Low,42,88.23,0.1,Regular Air,-195.93,2.18,5,Tom Prescott,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag,0.81,05Oct2009,-0.075998604,-0.623928329,1.805182141,1.637552963
5268,37505,03Jun2011,Low,1,29.19,0.03,Regular Air,-23.10,16.98,12.39,Bryan Spruell,British Columbia,West,Consumer,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box,0.35,05Jun2011,-0.689351543,-0.162097749,-1.39720181,-0.77623295
5269,37505,03Jun2011,Low,9,2007.24,0.03,Express Air,600.40,225.04,11.79,Bryan Spruell,British Columbia,West,Consumer,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Medium Box,0.42,05Jun2011,0.031692785,0.054548631,-1.242707488,-0.706121912
5270,37505,03Jun2011,Low,42,384.41,0.05,Regular Air,-44.30,9.49,5.76,Bryan Spruell,British Columbia,West,Consumer,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Medium Box,0.39,08Jun2011,-0.448778405,0.80027273,0.287483453,0.139794919
5272,37537,02Jan2009,Low,4,1239.06,0,Delivery Truck,-193.08,291.73,48.8,Alan Schoenberger,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Jumbo Drum,0.56,02Jan2009,0.623304467,-1.582369078,-0.536074372,-1.758671504
5273,37537,02Jan2009,Low,43,4083.19,0.07,Delivery Truck,-1049.85,100.98,45,Alan Schoenberger,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon Valutask™ Swivel Chairs,Jumbo Drum,0.69,04Jan2009,0.932079096,-1.247278682,1.629213667,0.697829023
5274,37537,02Jan2009,Low,32,4902.38,0.05,Regular Air,1438.49,155.06,7.07,Alan Schoenberger,British Columbia,West,Corporate,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,09Jan2009,0.75531315,0.644702663,0.296594423,0.090062266
5283,37606,22Feb2010,Critical,1,19.96,0.05,Express Air,3.25,4.98,4.86,Patrick Bzostek,British Columbia,West,Consumer,Office Supplies,Paper,Xerox 190,Small Box,0.38,23Feb2010,-0.802263266,-0.120691509,-1.38141662,-0.146003215
5284,37606,22Feb2010,Critical,41,148.99,0.03,Regular Air,-115.48,3.57,4.17,Patrick Bzostek,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,0.59,24Feb2010,-0.289708794,0.204688886,1.016835698,-0.52352155
5285,37606,22Feb2010,Critical,21,70.66,0.06,Regular Air,-57.84,3.28,3.97,Patrick Bzostek,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,24Feb2010,-0.482122119,-0.21313329,0.068629963,0.280061832
5289,37668,08Jan2010,Low,33,478.27,0.01,Regular Air,-4.85,13.99,7.51,Victoria Pisteka,British Columbia,West,Corporate,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,08Jan2010,-0.435396596,0.643821229,-0.010186188,-1.175092723
5322,37830,16Aug2009,Not Specified,39,977.92,0.05,Express Air,148.89,25.99,5.37,Tamara Willingham,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,"BOSTON® Ranger® #55 Pencil Sharpener, Black",Small Box,0.56,18Aug2009,-0.148003171,0.315934263,0.756869946,0.100513115
5343,37957,05Nov2010,Not Specified,31,229.26,0,Regular Air,-37.20,6.81,5.48,Bobby Trafton,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37,06Nov2010,-0.547216999,0.697833912,-0.15872099,-1.4986853
5404,38406,02Dec2010,Medium,12,754.94,0.01,Delivery Truck,-226.24,58.14,36.61,Denny Ordway,British Columbia,West,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,03Dec2010,0.208067461,-1.222099254,0.244650795,-1.389642414
5431,38594,01Dec2009,Medium,26,1011.9,0.07,Regular Air,247.94,39.48,1.99,Roland Fjeld,British Columbia,West,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,02Dec2009,-0.29184842,0.132818063,0.071457322,0.643948069
5444,38657,28May2010,Not Specified,38,1279.25,0.01,Regular Air,569.30,31.78,1.99,Elizabeth Moffitt,British Columbia,West,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,29May2010,-0.226416494,1.0454986,0.190894427,-1.125605276
5466,38850,29Apr2010,Medium,34,12570.74,0.02,Delivery Truck,-4560.43,348.21,40.19,Corey Lock,British Columbia,West,Consumer,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.62,01May2010,1.38133407,-2.321156478,0.26095981,-0.883968586
5479,38913,06Sep2009,Not Specified,7,230.29,0.03,Regular Air,-4.30,31.74,12.62,David Kendrick,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Small Box,0.37,06Sep2009,-0.575641097,-0.076570382,-1.111526032,-0.735758211
5488,38948,05Jun2011,Not Specified,9,1394.28,0.03,Regular Air,197.16,155.06,7.07,Julia Barnett,British Columbia,West,Consumer,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,06Jun2011,-0.0824798,-0.51944122,-0.529618943,-0.735789016
5489,38948,05Jun2011,Not Specified,44,6862.237,0.05,Express Air,1839.20,179.99,13.99,Julia Barnett,British Columbia,West,Consumer,Technology,Telephones and Communication,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Medium Box,0.57,06Jun2011,1.286975564,1.080434897,0.698370503,0.187801538
5505,39041,26Oct2011,Critical,47,418.03,0,Express Air,-158.58,8.09,7.96,Adam Hart,British Columbia,West,Corporate,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black",Small Box,0.49,26Oct2011,-0.252981582,0.620987734,0.951169792,-1.40795073
5506,39041,26Oct2011,Critical,23,336.86,0.06,Regular Air,36.32,14.2,5.3,Adam Hart,British Columbia,West,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,28Oct2011,-0.497905874,0.1545006,-0.234139632,0.310596956
5519,39136,24Jun2009,High,49,2693.514,0.02,Regular Air,662.05,65.99,3.99,Shirley Jackson,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,26Jun2009,0.309993135,0.807893416,1.181047336,-0.752003308
5535,39232,12Jul2011,Low,11,391.9,0.1,Regular Air,-47.01,35.44,19.99,Adam Hart,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1880,Small Box,0.38,14Jul2011,-0.432719398,-0.308387489,-0.921876127,1.472069929
5536,39232,12Jul2011,Low,26,1451.59,0.06,Regular Air,435.11,55.48,14.3,Adam Hart,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 194,Small Box,0.37,17Jul2011,-0.164838007,0.50314988,-0.435508791,0.347377553
5586,39617,17Dec2011,Not Specified,33,1283.68,0.08,Regular Air,202.47,39.98,9.2,Bradley Drucker,British Columbia,West,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,19Dec2011,0.027946455,-0.208445028,0.831416524,0.981894948
5587,39617,17Dec2011,Not Specified,28,169.46,0.02,Regular Air,34.24,5.84,1.2,Bradley Drucker,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,19Dec2011,-0.437201618,0.157532295,0.321216288,-0.91562721
5589,39649,19Oct2009,High,10,1351.653,0.01,Express Air,-202.85,155.99,8.99,Karen Carlisle,British Columbia,West,Corporate,Technology,Telephones and Communication,CF 688,Small Box,0.58,20Oct2009,-0.126709591,-0.635191212,-0.486695613,-1.359843966
5590,39649,19Oct2009,High,9,63,0.01,Regular Air,-17.48,5.98,5.46,Karen Carlisle,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1983,Small Box,0.36,21Oct2009,-0.735556355,0.187126673,-1.082136753,-1.338937628
5595,39654,30Sep2012,Medium,39,856.15,0.03,Express Air,330.03,21.38,2.99,Grant Thornton,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Trimflex™ Flexible Post Binders,Small Box,0.37,01Oct2012,-0.383119867,1.051908418,0.056539145,-0.492629755
5618,39808,02Sep2012,Low,50,2026.42,0.03,Regular Air,655.36,39.98,9.83,Brendan Murry,British Columbia,West,Corporate,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4,09Sep2012,0.07669201,1.255043167,0.635520782,-0.416107492
5619,39808,02Sep2012,Low,31,3413.4555,0.03,Regular Air,868.47,125.99,2.5,Brendan Murry,British Columbia,West,Corporate,Technology,Telephones and Communication,i2000,Small Box,0.6,06Sep2012,0.361319349,0.441737206,0.343173921,-0.556174914
5623,39841,01Jan2010,Medium,43,294.13,0.01,Regular Air,-123.07,6.68,6.92,Benjamin Venier,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1898,Small Box,0.37,03Jan2010,-0.453543115,0.902416426,0.323230438,-1.104339025
5630,39847,04Apr2010,Not Specified,29,125.41,0.08,Regular Air,-127.01,4.38,6.21,Jennifer Patt,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Acco 3-Hole Punch,Small Box,0.37,05Apr2010,-0.62548847,0.442851405,-0.324569613,0.987005264
5631,39847,04Apr2010,Not Specified,49,3170.52,0.08,Regular Air,379.11,64.98,6.88,Jennifer Patt,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,05Apr2010,0.493038262,0.111418738,1.64915384,1.100692465
5632,39847,04Apr2010,Not Specified,20,2488.477,0.08,Regular Air,142.55,155.99,8.99,Jennifer Patt,British Columbia,West,Consumer,Technology,Telephones and Communication,CF 688,Small Box,0.58,06Apr2010,0.116843241,-0.341792396,-0.198003099,0.911733109
5641,39907,29Aug2010,Low,12,378.84,0.05,Regular Air,-99.38,30.73,4,Jennifer Patt,British Columbia,West,Consumer,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,07Sep2010,-0.257936098,-1.005481177,0.373616314,-0.121946073
5663,40068,20Apr2010,Low,1,200.38,0.02,Delivery Truck,-90.41,160.98,30,Jennifer Patt,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,22Apr2010,0.0909498,-1.418809544,-0.422997112,-1.14860044
5664,40068,20Apr2010,Low,2,128.52,0.1,Regular Air,-110.07,64.98,6.88,Jennifer Patt,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,24Apr2010,-0.326210672,-1.369555996,-0.183845336,1.370159182
5665,40068,20Apr2010,Low,24,6717.784,0,Delivery Truck,1903.10,348.21,40.19,Jennifer Patt,British Columbia,West,Consumer,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.62,20Apr2010,1.852143088,-0.055409999,0.174064573,-1.553237771
5710,40420,10Jan2011,High,22,59.08,0.1,Regular Air,-2.61,2.88,1.49,Jeremy Pistek,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,12Jan2011,-0.762482132,0.414434461,-0.718871459,1.571767319
5711,40420,10Jan2011,High,50,886.363,0.08,Regular Air,450.02,20.99,0.99,Jeremy Pistek,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.37,12Jan2011,-0.340830837,1.311199659,0.410936587,1.15201247
5716,40485,27Dec2009,Not Specified,36,222.25,0.05,Regular Air,-63.77,5.98,5.46,David Bremer,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1983,Small Box,0.36,27Dec2009,-0.55854628,0.741740469,-0.05807756,0.101327725
5717,40485,27Dec2009,Not Specified,7,388.7135,0.01,Regular Air,-190.42,65.99,3.99,David Bremer,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,28Dec2009,-0.436253325,-0.619498235,-0.441470522,-1.384413953
5781,40998,02May2009,Medium,43,1233.22,0.05,Regular Air,385.46,29.89,1.99,Nora Paige,British Columbia,West,Corporate,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,03May2009,-0.164422502,0.768591499,0.640915763,0.146053561
5782,40998,02May2009,Medium,39,144.82,0.08,Regular Air,28.40,4,1.3,Nora Paige,British Columbia,West,Corporate,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,04May2009,-0.606958411,0.847080465,0.017223754,1.064541217
5793,41091,24May2009,Medium,32,6310.69,0.1,Express Air,1318.83,218.08,18.06,Harold Dahlen,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.57,25May2009,1.113944778,0.357592831,0.141294665,1.65377088
5800,41152,03Sep2011,High,49,3702.92,0.03,Regular Air,541.92,76.72,19.95,Bobby Trafton,British Columbia,West,Corporate,Office Supplies,Appliances,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Large Box,0.54,04Sep2011,0.63388137,0.598762809,1.131835796,-0.444562339
5801,41152,03Sep2011,High,29,53.99,0.1,Regular Air,-15.12,1.88,1.49,Bobby Trafton,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,05Sep2011,-0.706388276,0.546148554,-0.39988715,1.618926877
5804,41157,16Apr2011,Medium,39,3854.4,0.09,Regular Air,1116.98,107.53,5.81,Nicole Brennan,British Columbia,West,Consumer,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65,18Apr2011,0.58396881,0.429788292,0.843199236,1.370650678
5826,41349,17Dec2011,Critical,44,346.2,0,Express Air,-335.69,7.38,11.51,Jennifer Patt,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,Small Box,0.36,18Dec2011,-0.409126962,0.795135316,0.388679547,-1.416090833
5827,41349,17Dec2011,Critical,4,85.96,0.08,Express Air,-7.48,20.24,8.99,Jennifer Patt,British Columbia,West,Consumer,Furniture,Office Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",Small Pack,0.46,19Dec2011,-0.611972791,-0.443046699,-0.977969712,0.79684511
5828,41349,17Dec2011,Critical,39,475.52,0.07,Regular Air,-70.43,12.44,6.27,Jennifer Patt,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Medium Box,0.57,19Dec2011,-0.253121278,0.125485222,0.81409753,0.717192809
5841,41440,22Sep2009,High,20,92.94,0.09,Regular Air,37.77,4.91,0.5,Alejandro Savely,British Columbia,West,Corporate,Office Supplies,Labels,Avery 493,Small Box,0.36,23Sep2009,-0.773419083,0.423010406,-0.802435643,1.246932701
5842,41440,22Sep2009,High,19,6070.96,0.01,Delivery Truck,173.48,296.18,54.12,Alejandro Savely,British Columbia,West,Corporate,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,25Sep2009,1.734317555,-1.620356048,0.736541219,-1.337418861
5850,41539,03May2011,High,24,41.85,0.04,Express Air,-8.44,1.6,1.29,Charles Crestani,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Sanford Pocket Accent® Highlighters,Wrap Bag,0.42,05May2011,-0.654424378,0.396008473,-0.338906042,-0.29999599
5851,41539,03May2011,High,41,2303.7125,0.04,Regular Air,398.22,65.99,8.99,Charles Crestani,British Columbia,West,Consumer,Technology,Telephones and Communication,V 3600 Series,Small Box,0.58,04May2011,0.215750857,0.382401433,0.866174881,-0.192568422
5859,41574,20Sep2010,High,23,283.82,0.01,Regular Air,-38.94,11.97,5.81,Brendan Murry,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6,22Sep2010,-0.323342027,-0.217549805,0.362850803,-1.276252411
